id,subconjunto,question_type,medical_task,body_system,chars,words,chars_full,words_full,tok_cl100k,tok_cl100k_full,tok_qwen,tok_qwen_full
MM-324,MM,Understanding,Diagnosis,Skeletal,206,25,313,38,59,99,59,99
MM-325,MM,Reasoning,Diagnosis,Respiratory,298,38,437,52,78,127,79,128
MM-326,MM,Reasoning,Diagnosis,Cardiovascular,720,112,827,127,190,227,205,242
MM-327,MM,Reasoning,Basic Science,Other / NA,555,87,610,102,118,143,118,143
MM-328,MM,Reasoning,Treatment,Cardiovascular,999,144,1148,165,235,285,246,296
MM-329,MM,Reasoning,Diagnosis,Reproductive,210,27,344,42,61,108,61,108
MM-330,MM,Understanding,Diagnosis,Reproductive,229,33,331,48,60,96,60,96
MM-331,MM,Understanding,Diagnosis,Respiratory,294,39,417,54,83,134,83,134
MM-332,MM,Reasoning,Diagnosis,Muscular,486,79,511,89,106,126,107,127
MM-333,MM,Reasoning,Diagnosis,Cardiovascular,825,134,954,151,205,244,215,254
MM-334,MM,Reasoning,Diagnosis,Digestive,666,106,815,126,156,197,156,197
MM-335,MM,Reasoning,Diagnosis,Urinary,394,57,542,75,102,146,103,147
MM-336,MM,Reasoning,Basic Science,Cardiovascular,512,85,562,100,136,166,142,172
MM-337,MM,Reasoning,Diagnosis,Skeletal,416,69,521,82,110,153,110,153
MM-338,MM,Understanding,Diagnosis,Reproductive,198,27,289,40,51,85,51,85
MM-339,MM,Reasoning,Basic Science,Urinary,1096,160,1350,192,248,323,255,330
MM-340,MM,Reasoning,Diagnosis,Skeletal,491,75,623,97,106,141,107,142
MM-341,MM,Reasoning,Diagnosis,Cardiovascular,198,30,321,48,53,92,53,92
MM-342,MM,Reasoning,Diagnosis,Cardiovascular,1062,177,1122,192,241,266,248,273
MM-343,MM,Understanding,Diagnosis,Integumentary,417,56,509,69,102,139,103,140
MM-344,MM,Reasoning,Diagnosis,Cardiovascular,795,112,917,128,185,223,196,234
MM-345,MM,Understanding,Diagnosis,Skeletal,256,39,358,55,62,97,62,97
MM-346,MM,Reasoning,Diagnosis,Cardiovascular,654,105,752,120,169,205,175,211
MM-347,MM,Understanding,Diagnosis,Other / NA,174,27,244,41,50,82,51,83
MM-348,MM,Understanding,Diagnosis,Digestive,138,21,221,34,43,76,43,76
MM-349,MM,Reasoning,Treatment,Skeletal,579,83,772,106,142,201,143,202
MM-350,MM,Reasoning,Treatment,Skeletal,772,119,1006,154,175,246,176,247
MM-351,MM,Understanding,Treatment,Nervous,718,110,824,125,177,217,186,226
MM-352,MM,Reasoning,Treatment,Integumentary,844,114,925,125,172,204,173,205
MM-353,MM,Reasoning,Treatment,Digestive,1078,152,1210,170,285,331,303,349
MM-354,MM,Understanding,Diagnosis,Integumentary,146,21,249,36,44,80,44,80
MM-355,MM,Reasoning,Diagnosis,Respiratory,618,107,643,117,156,176,162,182
MM-356,MM,Understanding,Treatment,Skeletal,202,35,262,50,51,76,51,76
MM-357,MM,Understanding,Diagnosis,Cardiovascular,150,19,231,30,40,70,40,70
MM-358,MM,Reasoning,Diagnosis,Cardiovascular,283,43,411,63,72,116,72,116
MM-359,MM,Understanding,Diagnosis,Reproductive,162,22,269,36,47,84,47,84
MM-360,MM,Reasoning,Diagnosis,Skeletal,573,83,724,100,141,191,142,192
MM-361,MM,Reasoning,Diagnosis,Reproductive,622,95,734,110,137,171,139,173
MM-362,MM,Understanding,Diagnosis,Endocrine,643,87,744,99,137,172,138,173
MM-363,MM,Understanding,Diagnosis,Integumentary,140,21,214,33,42,73,42,73
MM-364,MM,Reasoning,Diagnosis,Cardiovascular,395,59,561,82,105,157,106,158
MM-365,MM,Reasoning,Treatment,Other / NA,1112,181,1226,196,283,328,296,341
MM-366,MM,Reasoning,Diagnosis,Reproductive,1118,168,1480,227,227,306,227,306
MM-367,MM,Understanding,Diagnosis,Integumentary,974,146,1066,159,203,240,204,241
MM-368,MM,Reasoning,Diagnosis,Integumentary,943,142,1085,164,210,248,218,256
MM-369,MM,Reasoning,Diagnosis,Cardiovascular,308,47,388,58,81,116,82,117
MM-370,MM,Reasoning,Diagnosis,Skeletal,253,44,313,59,59,84,59,84
MM-371,MM,Reasoning,Diagnosis,Cardiovascular,811,116,878,126,196,227,206,237
MM-372,MM,Reasoning,Diagnosis,Skeletal,984,137,1151,161,257,302,277,322
MM-373,MM,Understanding,Diagnosis,Integumentary,164,26,244,39,51,86,51,86
MM-374,MM,Reasoning,Diagnosis,Skeletal,457,70,578,87,125,174,126,175
MM-375,MM,Reasoning,Diagnosis,Integumentary,183,26,293,41,52,91,52,91
MM-376,MM,Understanding,Diagnosis,Digestive,680,91,840,109,136,179,136,179
MM-377,MM,Understanding,Diagnosis,Skeletal,135,18,227,30,46,84,46,84
MM-378,MM,Reasoning,Treatment,Cardiovascular,717,107,808,119,170,206,181,217
MM-379,MM,Understanding,Diagnosis,Lymphatic,572,77,691,92,138,183,144,189
MM-380,MM,Understanding,Diagnosis,Integumentary,376,56,507,75,93,135,93,135
MM-381,MM,Understanding,Basic Science,Skeletal,584,88,697,104,134,174,136,176
MM-382,MM,Reasoning,Treatment,Skeletal,487,79,670,107,111,157,111,157
MM-383,MM,Reasoning,Diagnosis,Skeletal,680,115,705,125,161,181,162,182
MM-384,MM,Reasoning,Basic Science,Cardiovascular,299,41,478,68,75,128,75,128
MM-385,MM,Reasoning,Diagnosis,Reproductive,243,34,384,53,57,97,57,97
MM-386,MM,Reasoning,Basic Science,Skeletal,693,101,794,116,141,175,142,176
MM-387,MM,Reasoning,Treatment,Skeletal,941,134,1460,207,203,332,204,333
MM-388,MM,Reasoning,Diagnosis,Nervous,712,120,914,156,165,224,167,226
MM-389,MM,Understanding,Basic Science,Skeletal,418,57,591,80,83,123,83,123
MM-390,MM,Reasoning,Basic Science,Endocrine,1004,146,1164,167,238,285,246,294
MM-391,MM,Reasoning,Diagnosis,Respiratory,319,51,409,65,88,123,89,124
MM-392,MM,Reasoning,Diagnosis,Cardiovascular,870,127,1083,157,215,260,233,278
MM-393,MM,Reasoning,Treatment,Skeletal,881,137,1053,161,209,265,214,270
MM-394,MM,Understanding,Basic Science,Respiratory,196,25,302,40,57,101,57,101
MM-395,MM,Understanding,Treatment,Digestive,162,27,212,38,41,63,41,63
MM-396,MM,Understanding,Basic Science,Nervous,471,65,692,96,91,137,91,137
MM-397,MM,Reasoning,Treatment,Respiratory,745,109,910,128,177,235,178,236
MM-398,MM,Understanding,Diagnosis,Integumentary,296,48,394,62,86,130,86,130
MM-399,MM,Reasoning,Diagnosis,Nervous,460,78,485,88,102,122,103,123
MM-400,MM,Reasoning,Treatment,Skeletal,735,115,992,154,161,219,162,220
MM-401,MM,Reasoning,Diagnosis,Urinary,223,33,338,49,60,100,60,100
MM-402,MM,Reasoning,Diagnosis,Nervous,199,30,265,41,53,80,54,81
MM-403,MM,Reasoning,Diagnosis,Urinary,975,147,1050,158,240,274,248,282
MM-404,MM,Reasoning,Diagnosis,Skeletal,533,75,716,98,128,188,129,189
MM-405,MM,Reasoning,Treatment,Integumentary,513,77,695,104,105,143,106,144
MM-406,MM,Reasoning,Diagnosis,Respiratory,321,41,442,56,84,126,84,126
MM-407,MM,Reasoning,Diagnosis,Endocrine,1239,194,1408,219,266,313,275,322
MM-408,MM,Reasoning,Basic Science,Digestive,1083,152,1303,184,241,302,249,311
MM-409,MM,Reasoning,Basic Science,Muscular,535,87,791,132,120,189,121,190
MM-410,MM,Reasoning,Treatment,Skeletal,337,48,484,69,78,121,79,122
MM-411,MM,Reasoning,Treatment,Skeletal,1360,218,2277,372,317,544,330,568
MM-412,MM,Understanding,Diagnosis,Nervous,271,41,382,58,71,109,72,110
MM-413,MM,Understanding,Treatment,Integumentary,1382,217,1636,262,306,389,311,397
MM-414,MM,Understanding,Diagnosis,Integumentary,262,36,389,50,71,117,72,119
MM-415,MM,Reasoning,Basic Science,Skeletal,572,89,736,117,115,158,115,158
MM-416,MM,Reasoning,Diagnosis,Respiratory,1159,179,1291,202,249,287,257,295
MM-417,MM,Reasoning,Diagnosis,Respiratory,357,50,454,64,82,116,83,117
MM-418,MM,Reasoning,Basic Science,Cardiovascular,644,100,727,120,140,174,140,174
MM-419,MM,Reasoning,Basic Science,Skeletal,250,42,310,57,58,83,58,83
MM-420,MM,Reasoning,Basic Science,Digestive,1121,169,1274,189,257,296,266,305
MM-421,MM,Reasoning,Basic Science,Cardiovascular,1036,154,1126,168,254,291,264,301
MM-422,MM,Reasoning,Treatment,Respiratory,1124,165,1215,182,243,273,253,283
MM-423,MM,Reasoning,Diagnosis,Integumentary,555,89,615,104,125,150,126,151
MM-424,MM,Understanding,Diagnosis,Integumentary,266,37,394,54,71,119,71,119
MM-425,MM,Understanding,Diagnosis,Lymphatic,437,60,624,86,91,141,91,141
MM-426,MM,Reasoning,Treatment,Skeletal,443,61,611,84,92,134,93,135
MM-427,MM,Reasoning,Diagnosis,Urinary,642,95,815,121,126,165,128,167
MM-428,MM,Reasoning,Basic Science,Cardiovascular,478,65,758,98,130,218,130,218
MM-429,MM,Understanding,Basic Science,Digestive,991,133,1129,149,214,257,215,258
MM-430,MM,Reasoning,Treatment,Skeletal,1149,178,1745,262,240,368,241,369
MM-431,MM,Reasoning,Treatment,Cardiovascular,573,93,698,110,138,176,142,180
MM-432,MM,Reasoning,Treatment,Skeletal,406,60,546,81,87,124,87,124
MM-433,MM,Reasoning,Treatment,Skeletal,990,136,1436,184,246,376,247,377
MM-434,MM,Understanding,Diagnosis,Integumentary,787,116,896,130,193,231,196,234
MM-435,MM,Understanding,Diagnosis,Integumentary,353,52,439,64,90,127,91,128
MM-436,MM,Understanding,Basic Science,Urinary,912,139,1164,175,197,256,198,257
MM-437,MM,Understanding,Diagnosis,Integumentary,468,69,588,84,122,162,123,163
MM-438,MM,Reasoning,Treatment,Skeletal,329,51,486,78,78,120,79,121
MM-439,MM,Understanding,Basic Science,Other / NA,311,45,446,60,93,147,93,147
MM-440,MM,Understanding,Diagnosis,Integumentary,1336,198,1439,213,305,348,314,357
MM-441,MM,Reasoning,Diagnosis,Skeletal,533,80,630,93,119,161,120,162
MM-442,MM,Reasoning,Diagnosis,Nervous,1083,174,1250,198,313,360,332,379
MM-443,MM,Reasoning,Treatment,Cardiovascular,899,141,1111,171,273,338,289,354
MM-444,MM,Reasoning,Basic Science,Urinary,829,127,960,148,199,243,207,251
MM-445,MM,Reasoning,Diagnosis,Nervous,628,96,653,106,134,154,135,155
MM-446,MM,Reasoning,Diagnosis,Skeletal,650,107,750,127,146,181,147,182
MM-447,MM,Reasoning,Diagnosis,Cardiovascular,217,32,301,44,62,100,62,100
MM-448,MM,Reasoning,Diagnosis,Nervous,770,116,875,129,190,235,196,241
MM-449,MM,Reasoning,Diagnosis,Digestive,211,29,313,43,52,87,52,87
MM-450,MM,Reasoning,Diagnosis,Respiratory,180,23,305,38,55,100,55,100
MM-451,MM,Reasoning,Treatment,Cardiovascular,894,147,960,157,216,248,225,257
MM-452,MM,Understanding,Diagnosis,Nervous,932,144,1015,159,212,240,224,252
MM-453,MM,Reasoning,Treatment,Skeletal,599,94,863,129,134,195,136,198
MM-454,MM,Reasoning,Diagnosis,Skeletal,665,98,913,138,163,233,167,237
MM-455,MM,Understanding,Diagnosis,Integumentary,243,32,367,48,65,111,65,111
MM-456,MM,Understanding,Basic Science,Other / NA,261,35,398,53,68,116,68,116
MM-457,MM,Reasoning,Diagnosis,Skeletal,473,77,579,92,118,156,119,157
MM-458,MM,Understanding,Basic Science,Muscular,366,53,429,63,89,123,90,124
MM-459,MM,Reasoning,Diagnosis,Cardiovascular,1090,163,1149,173,241,268,249,276
MM-460,MM,Reasoning,Diagnosis,Endocrine,207,30,298,42,56,91,56,91
MM-461,MM,Reasoning,Diagnosis,Respiratory,233,28,387,46,57,99,57,99
MM-462,MM,Reasoning,Treatment,Skeletal,639,96,792,122,139,182,139,182
MM-463,MM,Reasoning,Diagnosis,Skeletal,296,40,389,51,71,107,72,108
MM-464,MM,Reasoning,Diagnosis,Skeletal,374,56,497,74,91,135,92,136
MM-465,MM,Reasoning,Treatment,Skeletal,1002,148,1399,196,214,304,215,305
MM-466,MM,Understanding,Diagnosis,Nervous,153,20,263,34,51,94,51,94
MM-467,MM,Reasoning,Diagnosis,Cardiovascular,1184,158,1321,174,291,326,306,342
MM-468,MM,Reasoning,Diagnosis,Skeletal,306,44,427,62,74,116,74,116
MM-469,MM,Understanding,Diagnosis,Integumentary,938,144,1054,161,220,262,228,270
MM-470,MM,Reasoning,Diagnosis,Reproductive,1280,187,1392,202,282,318,292,328
MM-471,MM,Understanding,Diagnosis,Integumentary,840,125,950,140,212,254,220,262
MM-472,MM,Reasoning,Diagnosis,Respiratory,1371,208,1510,229,358,402,376,420
MM-473,MM,Reasoning,Diagnosis,Cardiovascular,531,87,591,102,116,141,117,142
MM-474,MM,Reasoning,Diagnosis,Integumentary,829,127,939,144,189,227,200,238
MM-475,MM,Reasoning,Basic Science,Nervous,454,75,479,85,104,124,106,126
MM-476,MM,Reasoning,Diagnosis,Respiratory,733,114,963,151,160,218,162,220
MM-477,MM,Reasoning,Diagnosis,Respiratory,741,108,881,126,163,203,164,204
MM-478,MM,Understanding,Diagnosis,Lymphatic,280,39,386,53,78,121,78,121
MM-479,MM,Reasoning,Treatment,Cardiovascular,464,67,714,103,98,152,99,153
MM-480,MM,Reasoning,Diagnosis,Endocrine,652,95,765,110,155,197,159,201
MM-481,MM,Understanding,Basic Science,Skeletal,419,65,531,80,96,130,96,130
MM-482,MM,Reasoning,Diagnosis,Cardiovascular,863,126,970,142,201,236,212,247
MM-483,MM,Understanding,Diagnosis,Integumentary,185,25,287,39,47,81,47,81
MM-484,MM,Understanding,Basic Science,Skeletal,442,63,753,108,94,167,94,167
MM-485,MM,Understanding,Basic Science,Endocrine,744,113,789,128,144,169,145,170
MM-486,MM,Reasoning,Diagnosis,Respiratory,591,84,732,101,145,188,154,197
MM-487,MM,Reasoning,Basic Science,Skeletal,636,89,729,101,134,169,135,170
MM-488,MM,Reasoning,Treatment,Integumentary,843,128,982,147,175,213,176,214
MM-489,MM,Reasoning,Diagnosis,Skeletal,210,33,298,46,62,96,63,97
MM-490,MM,Reasoning,Diagnosis,Cardiovascular,943,140,1224,178,231,297,240,306
MM-491,MM,Reasoning,Basic Science,Other / NA,270,41,387,60,61,94,61,94
MM-492,MM,Reasoning,Diagnosis,Digestive,677,95,815,110,162,207,163,208
MM-493,MM,Reasoning,Diagnosis,Muscular,559,84,840,129,123,191,124,192
MM-494,MM,Reasoning,Diagnosis,Skeletal,733,114,1055,162,163,242,164,243
MM-495,MM,Reasoning,Diagnosis,Digestive,1108,167,1229,184,239,271,250,282
MM-496,MM,Reasoning,Diagnosis,Cardiovascular,953,147,1056,161,243,280,254,291
MM-497,MM,Reasoning,Diagnosis,Cardiovascular,598,93,670,112,146,193,147,194
MM-498,MM,Understanding,Diagnosis,Integumentary,790,119,911,138,179,218,179,218
MM-499,MM,Reasoning,Basic Science,Skeletal,311,44,454,62,85,136,85,136
MM-500,MM,Reasoning,Basic Science,Nervous,386,60,473,74,91,126,91,126
MM-501,MM,Reasoning,Treatment,Skeletal,825,112,1167,157,205,303,206,304
MM-502,MM,Reasoning,Diagnosis,Digestive,879,131,1044,154,192,241,194,243
MM-503,MM,Reasoning,Treatment,Skeletal,763,116,1121,167,161,245,164,250
MM-504,MM,Reasoning,Diagnosis,Endocrine,745,113,941,144,155,203,158,206
MM-505,MM,Reasoning,Diagnosis,Skeletal,337,48,492,68,83,129,84,130
MM-506,MM,Reasoning,Treatment,Skeletal,442,60,613,82,103,156,104,157
MM-507,MM,Reasoning,Diagnosis,Nervous,698,123,911,165,166,235,166,235
MM-508,MM,Reasoning,Basic Science,Reproductive,912,134,986,149,219,249,228,258
MM-509,MM,Reasoning,Diagnosis,Respiratory,488,75,612,93,110,146,115,151
MM-510,MM,Reasoning,Treatment,Nervous,994,139,1106,156,241,285,253,297
MM-511,MM,Understanding,Diagnosis,Integumentary,168,23,264,36,51,89,51,89
MM-512,MM,Understanding,Treatment,Cardiovascular,1102,157,1295,183,281,335,291,346
MM-513,MM,Understanding,Diagnosis,Nervous,207,27,341,43,59,105,59,105
MM-514,MM,Reasoning,Diagnosis,Integumentary,222,33,334,49,55,90,55,90
MM-515,MM,Understanding,Diagnosis,Integumentary,168,25,267,40,48,84,48,84
MM-516,MM,Reasoning,Diagnosis,Respiratory,818,125,940,142,197,239,207,249
MM-517,MM,Reasoning,Diagnosis,Integumentary,1039,159,1245,190,227,281,234,288
MM-518,MM,Understanding,Diagnosis,Urinary,160,19,277,32,48,88,48,88
MM-519,MM,Reasoning,Treatment,Skeletal,530,73,756,101,107,160,108,161
MM-520,MM,Reasoning,Treatment,Skeletal,722,110,988,148,161,226,166,231
MM-521,MM,Reasoning,Diagnosis,Cardiovascular,491,71,633,91,121,162,123,164
MM-522,MM,Reasoning,Basic Science,Nervous,1096,162,1247,188,247,303,256,312
MM-523,MM,Reasoning,Basic Science,Nervous,461,80,490,90,122,147,131,160
MM-524,MM,Understanding,Diagnosis,Digestive,387,59,522,75,101,149,101,149
MM-525,MM,Reasoning,Diagnosis,Skeletal,730,124,1122,196,168,269,169,270
MM-526,MM,Reasoning,Treatment,Skeletal,605,96,796,132,136,194,138,196
MM-527,MM,Understanding,Diagnosis,Integumentary,291,44,374,57,76,112,77,113
MM-528,MM,Understanding,Diagnosis,Integumentary,206,31,282,44,54,84,55,85
MM-529,MM,Reasoning,Diagnosis,Endocrine,438,64,555,81,104,141,105,142
MM-530,MM,Reasoning,Diagnosis,Endocrine,206,32,282,43,59,89,60,90
MM-531,MM,Reasoning,Basic Science,Respiratory,1081,192,1106,202,225,245,231,251
MM-532,MM,Understanding,Basic Science,Urinary,1159,168,1548,228,254,354,262,362
MM-533,MM,Understanding,Diagnosis,Reproductive,798,122,1015,158,176,241,178,243
MM-534,MM,Reasoning,Basic Science,Skeletal,696,97,981,136,168,255,169,256
MM-535,MM,Reasoning,Diagnosis,Nervous,171,24,287,40,51,92,51,92
MM-536,MM,Reasoning,Treatment,Skeletal,945,143,1291,185,210,291,214,295
MM-537,MM,Reasoning,Treatment,Cardiovascular,681,108,747,118,171,201,180,210
MM-538,MM,Reasoning,Diagnosis,Cardiovascular,896,145,969,157,203,227,214,238
MM-539,MM,Reasoning,Treatment,Reproductive,861,135,1008,154,206,245,211,250
MM-540,MM,Understanding,Diagnosis,Integumentary,209,30,290,42,58,93,58,93
MM-541,MM,Reasoning,Treatment,Reproductive,1072,161,1150,171,252,285,254,287
MM-542,MM,Reasoning,Basic Science,Nervous,1300,194,1538,220,284,350,286,352
MM-543,MM,Understanding,Diagnosis,Endocrine,323,43,444,59,77,119,78,120
MM-544,MM,Reasoning,Diagnosis,Integumentary,733,113,853,130,151,185,152,186
MM-545,MM,Understanding,Diagnosis,Integumentary,551,88,643,100,130,167,130,167
MM-546,MM,Reasoning,Treatment,Skeletal,840,132,1139,173,184,260,185,261
MM-547,MM,Understanding,Diagnosis,Skeletal,377,57,437,72,81,106,82,107
MM-548,MM,Reasoning,Treatment,Skeletal,1148,169,1468,210,261,347,262,348
MM-549,MM,Understanding,Diagnosis,Endocrine,181,26,272,39,57,96,58,97
MM-550,MM,Understanding,Diagnosis,Respiratory,203,31,268,42,57,88,57,88
MM-551,MM,Reasoning,Diagnosis,Nervous,807,125,893,136,202,242,209,249
MM-552,MM,Reasoning,Treatment,Skeletal,614,88,858,121,126,182,127,183
MM-553,MM,Reasoning,Diagnosis,Respiratory,289,42,394,56,76,116,76,116
MM-554,MM,Reasoning,Diagnosis,Integumentary,1037,145,1253,176,211,260,212,261
MM-555,MM,Reasoning,Basic Science,Skeletal,570,89,724,115,133,180,134,181
MM-556,MM,Reasoning,Basic Science,Integumentary,1146,174,1219,184,263,297,270,304
MM-557,MM,Understanding,Basic Science,Respiratory,348,58,432,73,93,126,94,127
MM-558,MM,Reasoning,Treatment,Skeletal,643,100,918,144,136,202,137,203
MM-559,MM,Reasoning,Diagnosis,Nervous,278,39,396,55,65,104,65,104
MM-560,MM,Understanding,Diagnosis,Lymphatic,139,20,235,34,46,84,46,84
MM-561,MM,Understanding,Diagnosis,Integumentary,186,28,298,45,59,105,59,105
MM-562,MM,Reasoning,Diagnosis,Skeletal,351,50,485,66,93,146,93,146
MM-563,MM,Reasoning,Diagnosis,Respiratory,574,76,693,91,136,180,138,182
MM-564,MM,Reasoning,Diagnosis,Skeletal,1172,169,1486,212,253,327,260,334
MM-565,MM,Reasoning,Basic Science,Endocrine,598,88,716,109,134,176,137,181
MM-566,MM,Reasoning,Treatment,Skeletal,784,122,1139,171,191,288,192,289
MM-567,MM,Reasoning,Treatment,Skeletal,459,67,630,92,94,132,95,133
MM-568,MM,Reasoning,Basic Science,Respiratory,713,110,794,124,170,202,180,212
MM-569,MM,Reasoning,Diagnosis,Urinary,930,128,1179,162,193,261,194,262
MM-570,MM,Reasoning,Diagnosis,Cardiovascular,185,32,295,51,53,90,53,90
MM-571,MM,Understanding,Treatment,Reproductive,993,145,1086,156,212,253,217,258
MM-572,MM,Understanding,Diagnosis,Skeletal,271,38,376,52,59,90,59,90
MM-573,MM,Reasoning,Treatment,Reproductive,895,132,1165,169,191,261,193,263
MM-574,MM,Reasoning,Treatment,Digestive,944,140,1222,175,223,294,236,307
MM-575,MM,Understanding,Diagnosis,Cardiovascular,378,49,514,66,89,134,90,135
MM-576,MM,Reasoning,Treatment,Cardiovascular,1067,158,1247,181,246,292,254,300
MM-577,MM,Reasoning,Diagnosis,Nervous,499,73,618,92,116,155,119,158
MM-578,MM,Understanding,Treatment,Digestive,1060,152,1258,179,312,361,329,378
MM-579,MM,Reasoning,Diagnosis,Lymphatic,1039,150,1191,171,236,283,245,292
MM-580,MM,Reasoning,Diagnosis,Lymphatic,972,149,1119,169,258,304,272,318
MM-581,MM,Understanding,Diagnosis,Integumentary,314,46,443,63,81,123,81,123
MM-582,MM,Reasoning,Treatment,Skeletal,896,134,1184,174,196,271,197,272
MM-583,MM,Reasoning,Basic Science,Nervous,890,134,1073,154,196,246,198,248
MM-584,MM,Reasoning,Diagnosis,Skeletal,663,90,925,126,157,236,159,239
MM-585,MM,Understanding,Diagnosis,Respiratory,183,23,323,40,58,108,58,108
MM-586,MM,Reasoning,Diagnosis,Nervous,237,31,362,46,63,107,63,107
MM-587,MM,Reasoning,Treatment,Skeletal,287,41,376,52,73,108,74,109
MM-588,MM,Reasoning,Diagnosis,Skeletal,493,81,518,91,109,129,110,130
MM-589,MM,Reasoning,Treatment,Respiratory,1177,167,1500,208,271,340,282,351
MM-590,MM,Reasoning,Treatment,Nervous,520,76,612,90,115,146,116,147
MM-591,MM,Reasoning,Diagnosis,Cardiovascular,339,50,436,66,93,133,94,134
MM-592,MM,Reasoning,Diagnosis,Cardiovascular,741,118,805,128,229,261,246,278
MM-593,MM,Reasoning,Treatment,Nervous,1129,167,1238,183,244,278,246,280
MM-594,MM,Reasoning,Diagnosis,Cardiovascular,728,111,883,131,147,187,148,188
MM-595,MM,Reasoning,Diagnosis,Skeletal,284,40,430,59,73,119,74,120
MM-596,MM,Understanding,Diagnosis,Skeletal,220,31,340,47,59,101,59,101
MM-597,MM,Reasoning,Diagnosis,Cardiovascular,747,123,837,139,185,225,194,239
MM-598,MM,Reasoning,Diagnosis,Nervous,805,115,830,125,187,207,196,216
MM-599,MM,Reasoning,Diagnosis,Skeletal,943,152,1103,178,223,274,234,285
MM-600,MM,Understanding,Diagnosis,Skeletal,236,38,296,53,57,82,57,82
MM-601,MM,Reasoning,Diagnosis,Respiratory,678,96,814,117,166,208,169,211
MM-602,MM,Reasoning,Treatment,Respiratory,1066,150,1259,171,266,347,272,353
MM-603,MM,Reasoning,Diagnosis,Skeletal,582,101,642,116,132,157,134,159
MM-604,MM,Reasoning,Treatment,Respiratory,773,120,918,139,195,250,206,261
MM-605,MM,Reasoning,Basic Science,Cardiovascular,339,50,428,65,80,114,81,115
MM-606,MM,Understanding,Basic Science,Reproductive,1016,146,1164,164,248,298,255,305
MM-607,MM,Reasoning,Treatment,Skeletal,341,48,442,62,83,122,84,123
MM-608,MM,Understanding,Diagnosis,Endocrine,1005,142,1174,167,218,259,228,269
MM-609,MM,Understanding,Diagnosis,Reproductive,590,92,650,107,150,175,152,177
MM-610,MM,Reasoning,Diagnosis,Respiratory,999,174,1024,184,237,257,245,265
MM-611,MM,Reasoning,Diagnosis,Skeletal,734,113,1181,179,153,248,154,249
MM-612,MM,Reasoning,Diagnosis,Cardiovascular,549,79,688,97,130,179,132,181
