qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-106,MM-106-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,462,450,207900,1.0267,209815,True,e521e8c4065f759f3633cbfb3b70a221,a48cfa6ae2a05b1f
MM-107,MM-107-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1584,2376000,0.947,617411,False,5063ce05f32fdc9233f3e8668ccea178,b3b363b4c884d9cc
MM-108,MM-108-a.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,597,450,268650,1.3267,374376,True,611c8736fba30ce99ed0a972e64b3944,c1d62278d8e6f658
MM-108,MM-108-b.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,622,450,279900,1.3822,390689,True,a11ac26289ce1d38ccbf3a0d24f9697f,c18576e988777658
MM-109,MM-109-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,522,355,185310,1.4704,14985,False,903da0c07517b5c8482caa8196ecaffe,de6670a399d91b50
MM-110,MM-110-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,221,450,99450,0.4911,98613,True,1576c7f289813fab35de7e8eccd9d41b,869ec14bd2d52be8
MM-111,MM-111-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,189,387,73143,0.4884,11367,False,e6158b1c4301985220781042f507525e,ac5b7b651e8421ab
MM-112,MM-112-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,398,450,179100,0.8844,140985,True,0a424a149bd2fae656c11c15f494ebf2,fb6e94a9d294a489
MM-113,MM-113-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGBA,355,409,145195,0.868,129717,True,611feb57d6eab12e57b2bfc71f4942e6,87b4ca6e936b50d1
MM-114,MM-114-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1304,1956000,1.1503,427546,True,bd2d41c96f4831ba50fd5334d73105e5,cfd3398c32989939
MM-115,MM-115-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,402,393,157986,1.0229,13207,False,ef3475110f133064ee48c3e233fa2ea0,c59b94c86a360bdd
MM-116,MM-116-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1927,2890500,0.7784,541944,False,bb17d8d584ea5b20ebdb760b211182b0,ef96b1d8c062c4f8
MM-117,MM-117-a.png,Respiratory,Reasoning,Treatment,PNG,RGB,640,402,257280,1.592,355249,False,b6367e77d71db12dc8bde35e37b6706e,ef3a885a8d6d192c
MM-118,MM-118-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,322,547,176134,0.5887,17091,True,9d6c0dafa2390ca86b06b1eb38afe341,876bb0515d53583d
MM-118,MM-118-b.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,664,744,494016,0.8925,302048,True,74867a1f7f214631337bb077ecd7242e,9586b130ea78ea79
MM-119,MM-119-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,974,1461000,1.54,101135,True,cfbf354ae685ba1b9848e2e0ff67eee1,c38e3c713871793c
MM-119,MM-119-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,974,1461000,1.54,96081,True,c200abf6c57ab675d5c9ebefea65ffd1,c2d93d6639393c25
MM-120,MM-120-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,235,440,103400,0.5341,99985,True,ff910b55622a19cc526fa0ec9cd1a0cc,d0780f6a1768b7e2
MM-120,MM-120-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,228,114000,2.193,81734,True,016c9f2c1ed64ca5dd673a7951bf7ba4,c07f3f8697c16264
MM-121,MM-121-a.png,Skeletal,Understanding,Basic Science,PNG,RGB,418,540,225720,0.7741,369708,True,68a642bb7a413bfb88a6d213c844dae8,8cca3d376c2e0dc6
MM-122,MM-122-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,504,332,167328,1.5181,61241,False,f475d13c8d923cabab38d76f2c26eda1,b11f0ffc0c0fec88
MM-122,MM-122-b.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,500,376,188000,1.3298,44896,False,a3b69abddeb8bc66d3e35f9fa2c4be02,8bc999703ab6d23a
MM-122,MM-122-c.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,504,331,166824,1.5227,103730,False,2cec6678ee497f7c9166d754f8f65f06,a7592f4459ba465c
MM-122,MM-122-d.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,240,215,51600,1.1163,16936,False,7411a954db13009dd9d46e12bec50791,8c36c6b41df0df90
MM-122,MM-122-e.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,504,331,166824,1.5227,129284,False,e74a2b7a91e7ec8bb48fe3cee97d9bb5,9d5c552362a639cd
MM-122,MM-122-f.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,1500,716,1074000,2.095,338269,False,bfbcaf2fb419c437722f5c48bee20d54,80669b8efcf32691
MM-123,MM-123-a.png,Cardiovascular,Reasoning,Treatment,PNG,RGB,1215,724,879660,1.6782,31204,True,c4a3801afd134d0b46c8ec714ed76ecd,b9a7ce89cc383332
MM-124,MM-124-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,1000,750,750000,1.3333,622344,False,feea5a0a3f8b50ad13ae70fa57d88219,884ad89f3c37259d
MM-125,MM-125-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,376,500,188000,0.752,123009,True,58313e2bfbd6fb646c88af4d21441169,ccf366050326b79b
MM-125,MM-125-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,372,186000,1.3441,173474,True,7c2d1c977981457ba7c99dee3fe33879,dc8e7235cdc88476
MM-125,MM-125-c.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,202,500,101000,0.404,119867,False,fd49ef3331dec0b5801aeaade48ff268,f7661a9907919999
MM-125,MM-125-d.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,375,187500,1.3333,518926,False,d9a7d35824aa6edecba94bbbcce424e9,94e61da35e09bf0c
MM-125,MM-125-e.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,500,375,187500,1.3333,470760,False,2d537c9e7941410961e4d951189cb9ea,d7acc6e030828f7b
MM-126,MM-126-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,600,450,270000,1.3333,51957,False,189d839869d2e35d2f604d213fd74783,ad2574c2a99f5a2a
MM-127,MM-127-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1000,1500000,1.5,153575,False,321e92b9a5962935307cef1a2085d9c3,c5d00a2d234f4f3f
MM-128,MM-128-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1810,2715000,0.8287,371020,True,de5756c2914de1c739fadcf37ec52c0a,8a5a821fb919b8e7
MM-129,MM-129-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,L,1414,1000,1414000,1.414,89086,True,4150dbfb6dc15a047269bc3d3ccbc290,f866c167879a9658
MM-130,MM-130-a.jpeg,Urinary,Understanding,Diagnosis,JPEG,RGB,660,346,228360,1.9075,36716,True,8f56d2374aebc610765e566791c5b152,f16c76994a8d2c39
MM-131,MM-131-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,800,404,323200,1.9802,166803,False,592283d0eb8763c15e0eeeb981cebf61,c1a54ba54ba44bb7
MM-131,MM-131-b.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1024,1024,1048576,1.0,109327,True,0db8d2f4eb12ec9eeae0d201837c38ea,d9bdc21ac74e1a43
MM-132,MM-132-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,450,344,154800,1.3081,50171,True,ded97d706d0150590bc6f89aded6e95c,f0e0eed03e0d3f09
MM-133,MM-133-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1600,932,1491200,1.7167,584348,True,37a99285149d18c9fcad64aa79eda967,9cb9d620c6b9c6a9
MM-134,MM-134-a.jpeg,Muscular,Reasoning,Basic Science,PNG,RGBA,481,480,230880,1.0021,262734,True,a935037cbf96dda41d64c0dcaf9cf794,d4cc3b906c772666
MM-134,MM-134-b.jpeg,Muscular,Reasoning,Basic Science,PNG,RGBA,350,305,106750,1.1475,119375,True,47c06ce108caf3faf78ceb7c75a5b79b,c4c731391bc69ee2
MM-135,MM-135-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,1191,1786500,1.2594,1300903,False,99375b8e235b4dfdadc790d252cf16e1,83aa69959acec734
MM-136,MM-136-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,576,432,248832,1.3333,70580,True,1a9918c350509a8cc11c051e5be2dd4c,9ab5398cc3239cf1
MM-137,MM-137-a.jpeg,Nervous,Understanding,Basic Science,JPEG,RGB,312,239,74568,1.3054,10181,False,cbbe13a3ec4aa08af4031bcf8651179e,fb2cc3f0ecc0b183
MM-138,MM-138-a.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,454,350,158900,1.2971,25612,True,39cfc01ad7be567e23ae5c688c5825a0,eb93b076c6483669
MM-138,MM-138-b.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,374,350,130900,1.0686,23289,True,61bcd157d242b5f7ad3b059fc69f2584,9e92e169c1cc87c7
MM-138,MM-138-c.jpeg,Respiratory,Understanding,Diagnosis,JPEG,RGB,361,350,126350,1.0314,21871,True,f735d16214e342c6778c0d2dfbcb1931,9c16c06b13ce07ef
MM-139,MM-139-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1245,1867500,1.2048,823497,False,4c944c801ab67b5f501eeebc0f00cf33,e3872dc1e91cb06b
MM-140,MM-140-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,400,402,160800,0.995,58460,True,1d24788ca4a1625cb99fb2b3e4bae95a,a085839a98daf8fe
MM-141,MM-141-a.png,Reproductive,Reasoning,Basic Science,PNG,RGB,1600,900,1440000,1.7778,430444,True,6f920099d7cf2ebc4e82a2f59eaee7d9,b22ecf6a4e3cb083
MM-142,MM-142-a.jpeg,Muscular,Understanding,Diagnosis,JPEG,RGB,999,562,561438,1.7776,46409,False,8811d0f203f0392155ab162b55e51ea5,9e96184b68c73979
MM-143,MM-143-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1328,1992000,1.1295,921292,False,7f068214eacb3f518646f1c19173a25a,816f5c180b3d3bce
MM-144,MM-144-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,917,1375500,1.6358,329877,False,29743bf76d77c01e8a22753bd41f2c35,8fcbed31b03cb032
MM-145,MM-145-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,1500,1004,1506000,1.494,105404,False,7fe32462a58ba6d0ad4b4b3271d8e425,8ae975905f9ee046
MM-146,MM-146-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,2235,3352500,0.6711,324916,True,ba1bf8cad015b76b101ae21f29dc714a,8b59b11bb932e0cd
MM-147,MM-147-a.jpeg,Nervous,Reasoning,Treatment,PNG,RGBA,285,500,142500,0.57,179059,True,008121abbb9313cf32262da8e79b74da,b5d12a6a5c425d5d
MM-148,MM-148-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,312,246,76752,1.2683,72601,True,facff4c50bd978091a3ebcdd792edad0,b961c61ec55ac2cb
MM-148,MM-148-b.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,282,243,68526,1.1605,66560,True,90314523a65b32f183883050ce4d9f47,cce7c21aa548bdcc
MM-149,MM-149-a.jpeg,Lymphatic,Reasoning,Treatment,JPEG,RGB,1500,1271,1906500,1.1802,201263,False,a21a41971d7bbe9a2a48c5dd21ccb9bf,d50a15b76c3872e5
MM-150,MM-150-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,600,450,270000,1.3333,28018,True,6dae47397d343c1d4dee002b6258bf36,b862f03cd2728fb8
MM-150,MM-150-b.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,600,450,270000,1.3333,28237,True,5234286fe3658746953365b79d8fd37c,b862f03cd2728fb8
MM-151,MM-151-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,329,387,127323,0.8501,79118,True,c9b57c66a6b87e115d5bdc2b9e0a33ea,95504ae94da575c7
MM-152,MM-152-a.jpeg,Integumentary,Understanding,Basic Science,JPEG,RGB,640,445,284800,1.4382,89412,False,413288ae05d5c6869085544b7640a771,ac97c5601e0e7acd
MM-153,MM-153-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,532,798000,2.8195,165459,False,9b774e5a6bc0402f9b56c59edd01fdaa,9e7ce9e181939316
MM-154,MM-154-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,300,200,60000,1.5,14653,True,7fba36507f0afcc9f60df5c3828fbe99,c64b86bb41e7123d
MM-154,MM-154-b.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,519,515,267285,1.0078,82257,True,a3a042e0d507d178f4e69e7ece98d171,c52f0ec25e983b3a
MM-155,MM-155-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,450,338,152100,1.3314,20279,False,b6ab1008d46e71466059df9e6d38e80c,c40d249efedde0e0
MM-156,MM-156-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,911,557,507427,1.6355,47371,True,8156b8aefa3a4080563dbda4c66526a1,9c125d6d2a3c4dcd
MM-157,MM-157-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,454,381,172974,1.1916,34559,True,14b3d51297c6149efa96f9911721a151,c5f151c67867c8d2
MM-157,MM-157-b.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,342,289,98838,1.1834,19806,True,7dfac953f840e6ebdec6958545721afa,cc6943f6c907f225
MM-157,MM-157-c.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,200,253,50600,0.7905,9476,True,3a112f75131e12607a406e95ebdc3740,87ab309c6a4576d3
MM-158,MM-158-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,153656,True,dba6399f3310bc4232917fb2d23dd541,80072df4eaeafaa8
MM-158,MM-158-b.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,152578,True,500580b98985cb17b364fe0fd75a6ff5,80072ff4eaeaeaa8
MM-158,MM-158-c.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,152796,True,0a75c66d87fe0d66fd99e7aa36e2f708,80073ff4e2e8eaaa
MM-159,MM-159-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,450,230,103500,1.9565,40409,True,a83c4c04565f07d9498f0fb78a9cd48d,d4d5092e2e3ec393
MM-160,MM-160-a.png,Cardiovascular,Reasoning,Diagnosis,PNG,RGB,248,250,62000,0.992,49066,True,39ba06decf4ebbea973a2a8bc0c13c59,8b3934d6d50b326d
MM-160,MM-160-b.png,Cardiovascular,Reasoning,Diagnosis,PNG,RGB,247,249,61503,0.992,54226,True,072be0333375b2f8628a3f7e2cb46e23,c4ae33b558d007dd
MM-161,MM-161-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,630,516,325080,1.2209,44767,True,8d2890c9ef0d33d6a84022ffbe675b30,99a4c21fc62bec69
MM-162,MM-162-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1499,1136,1702864,1.3195,99085,True,b9c4e0ba5b85cc624b862816f7cf9457,c6d829e69ee728c4
MM-163,MM-163-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1200,497,596400,2.4145,105187,True,a544e874a05963e5b3f319733aa16b54,c8c74bc706c1f53a
MM-164,MM-164-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,827,1240500,1.8138,948018,False,77fa3db6aacc850d40270ff73771ee0f,f184ce1130ffc7c4
MM-165,MM-165-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,968,1452000,1.5496,609907,False,90eb87315b894bcae5cc668bb4e070d6,90751d07c311ea7f
MM-166,MM-166-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1876,2814000,0.7996,944200,False,aa3def901522634560aa0c6acd46aa23,e59c19e32d669869
MM-167,MM-167-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1148,1722000,1.3066,647770,False,b5ab6c9685c1c7c271b3964f2ad50ff6,caecb696b5989107
MM-168,MM-168-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1005,999,1003995,1.006,58475,True,22b5b97b7119c034288bcd28cd0586a1,fb814b5a81669ea9
MM-169,MM-169-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1000,832,832000,1.2019,45956,True,64a352de268705279624dd36773579d0,8595cafb1d366189
MM-169,MM-169-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,256,279,71424,0.9176,17265,True,c727f7898995477f6681b107b4b24209,85cb339b6e354ca4
MM-170,MM-170-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,452,416,188032,1.0865,27987,True,440d2bfdfe04ba965202b0bcc80d9c70,c4cc2db3c6c76546
MM-170,MM-170-b.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,420,420,176400,1.0,21131,True,d4c68c80f65a660be6f0d9976b6c597a,864c7931e6c3cd9c
MM-171,MM-171-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,795,1192500,1.8868,284500,True,8b9382b88eb1db3ce78cd7fec3726835,983d43693f95b416
MM-172,MM-172-a.jpeg,Cardiovascular,Understanding,Basic Science,JPEG,L,450,320,144000,1.4062,31047,True,67c1e767005c48694a145dede085c92d,8e2a28dc63d98577
MM-173,MM-173-a.jpeg,Respiratory,Understanding,Basic Science,JPEG,RGB,1500,1701,2551500,0.8818,3252374,False,755de00228d9d1d2cba340976d16db09,f59c85e1c9371e18
MM-174,MM-174-a.png,Skeletal,Understanding,Basic Science,PNG,RGB,418,540,225720,0.7741,369708,True,68a642bb7a413bfb88a6d213c844dae8,8cca3d376c2e0dc6
MM-175,MM-175-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,380,460,174800,0.8261,13461,True,24b21c22bab2e43bfdcf5476ec985d4a,8059ede7ca95319a
MM-176,MM-176-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,568,760,431680,0.7474,35584,False,2382d098fbb778dd4ebbbe2207200918,fc9f3f17614101d8
MM-177,MM-177-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,693,625,433125,1.1088,22873,True,0a89a477f2f5f13e8440d7f9c6e7e7f1,db796125060e9e9e
MM-178,MM-178-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,493,335,165155,1.4716,49121,False,e0f4b85fa668d6f587e74054aca491b8,c4db4591ca7a5a36
MM-179,MM-179-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,868,1302000,1.7281,313308,False,baea67300cc135b5c68c7486ed4f9e68,bb4c7852cfa2e618
MM-180,MM-180-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,566,450,254700,1.2578,237862,True,e42f3126e5c988989778c4f2240c5065,858febc07c7c1c85
MM-181,MM-181-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1493,2239500,1.0047,1588291,False,596eeb61107bc9bb73001a5e9e9c0114,d13e15c3d0e1e62b
MM-182,MM-182-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,1502,1000,1502000,1.502,134094,False,3f4bc6f4df644d6eb2a3a14d603ea0a7,80d3e67d72a88f4c
MM-183,MM-183-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,375,500,187500,0.75,93927,True,81ca3317278f00897124893e49b0cb4d,c0e0078f3c3fc73c
MM-184,MM-184-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,962,1443000,1.5593,697124,False,33f1d53ad83185574ae4aa9618c61041,f2c9843ecf528c1d
MM-185,MM-185-a.jpeg,Reproductive,Reasoning,Treatment,JPEG,RGB,600,336,201600,1.7857,20762,False,788e67a3cb72f3358bd191d1c50a00ae,d525ad4aac752a35
MM-186,MM-186-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,576,384,221184,1.5,64835,False,3a528dc9f50a5e801f66bfc2f9a4ce08,8ae4fae2e4a5e581
MM-187,MM-187-a.jpeg,Urinary,Reasoning,Diagnosis,JPEG,RGB,1024,1024,1048576,1.0,71317,True,96064801c976ebd21164db2fc25b233f,87663a9961c6cf85
MM-188,MM-188-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,715,344,245960,2.0785,11633,True,abe3cb7d6c96d51f9f599db35e89f2e5,f9075a165363b698
MM-189,MM-189-a.jpeg,Nervous,Understanding,Basic Science,JPEG,RGB,406,508,206248,0.7992,28013,True,e815b7bbde0d3bc78ffaf6aff5ddaf7d,d30b6c7c326b2396
MM-190,MM-190-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1280,646,826880,1.9814,246983,False,2afa8dc49175c868a51151b7b8b6161f,d0ca2fd6a9b6ac88
MM-191,MM-191-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,800,600,480000,1.3333,98402,False,aeec26968644f19870e69f172a30e6cf,cdbc3299cc72529a
MM-192,MM-192-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,314,204,64056,1.5392,39290,False,f3e39eed29d4b9a022dc82af0d513df6,83f3ca2d956c324e
MM-192,MM-192-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1196,1499,1792804,0.7979,72034,True,3a1ccf4a35033955539067be91424d1b,c9e4741b3b1d3638
MM-193,MM-193-a.png,Digestive,Reasoning,Diagnosis,PNG,P,222,93,20646,2.3871,5309,False,4ed35e51b3a14a63175387b2512b9c27,9e62e01e9d1f621d
MM-194,MM-194-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,423,213,90099,1.9859,10791,False,d294c5880e24acd0aab8ad2279aad444,eba8e968956a9634
MM-195,MM-195-a.png,Nervous,Reasoning,Diagnosis,PNG,RGBA,473,313,148049,1.5112,109394,True,df6cdb84e4f6be067f2dd55380e897fc,944b0f7d3c606673
MM-196,MM-196-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1433,2149500,1.0468,359429,True,a02a92ec85efc19727979fe42d46a3c2,944ae51fbc38e1e1
MM-197,MM-197-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,441,473,208593,0.9323,21166,True,1784058b4a8e0151b473b83ef24c9c16,9879c51796475e43
MM-198,MM-198-a.png,Respiratory,Reasoning,Diagnosis,PNG,RGB,512,420,215040,1.219,190644,True,919b77f280769f5f13aaf62ffde4d5cd,a96f861a0f0f392d
MM-199,MM-199-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1500,1052,1578000,1.4259,662945,True,af253c7a06fa90831a9727ca1c2b24ed,aa48d79ae5e4d388
MM-200,MM-200-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,500,452,226000,1.1062,88597,False,663c19c26ce34cbe3a98b7294e6fa1d2,aad692d3b092c96d
MM-201,MM-201-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,339,254,86106,1.3346,18071,False,5ac7cb973600141594bd19aef97b568c,89b88d6673c924b7
MM-201,MM-201-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,339,240,81360,1.4125,17019,True,2b94999c064b9f271cf5dfdef08b3c00,c363b0ca67924fe4
MM-202,MM-202-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1041,492,512172,2.1159,81476,True,97e27ead0f02caa8f1fc52c0fac5af28,899d530b9cdc5a4b
MM-203,MM-203-a.jpeg,Muscular,Reasoning,Treatment,JPEG,RGB,1000,565,565000,1.7699,41462,False,d167035e58ed63ed12926ea26e30b8c7,c434c6c26ee6e16d
MM-204,MM-204-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1047,594,621918,1.7626,143939,False,19ade3368c7d68af6a0d9cc70cf91d66,ead2d3e992839392
MM-205,MM-205-a.jpeg,Cardiovascular,Reasoning,Basic Science,JPEG,RGB,306,158,48348,1.9367,7658,True,bf1ee256b99e8196211c3c2725008506,a326fcad845a9a56
MM-206,MM-206-a.jpeg,Muscular,Reasoning,Treatment,PNG,RGBA,600,450,270000,1.3333,625755,False,e2b9abeaa325019b8847b8863e8f35f7,97ce69616c91c7c4
MM-206,MM-206-b.jpeg,Muscular,Reasoning,Treatment,PNG,RGBA,600,450,270000,1.3333,672570,False,7965d3b472e704947823725bcb9b905d,9e870e7d508bdf20
MM-207,MM-207-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1407,2110500,1.0661,923394,False,3a7eecf347027a0d0f2f5d8c52065a2c,cbd095e4c93ae499
MM-208,MM-208-a.png,Cardiovascular,Reasoning,Diagnosis,PNG,RGBA,1024,317,324608,3.2303,412521,False,5779e8d9482ad0aaa939dbd7fa311a45,aa9b85c795b0d42d
MM-209,MM-209-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,945,504,476280,1.875,45596,True,318b3231ac500c0ada9a3b782e72c55e,a523b513c7e543ca
MM-210,MM-210-a.jpeg,Integumentary,Reasoning,Diagnosis,PNG,RGBA,500,375,187500,1.3333,270705,False,afd27cd3636737821ab6717e3a516e43,e1969e6896329b69
MM-211,MM-211-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1500,679,1018500,2.2091,302183,False,fb6bdd550491c11af0b42ca81669140e,8065bb4ddb17df00
MM-212,MM-212-a.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,630,561,353430,1.123,86424,True,14ce0f9e304e872d3d3f2ba35efaf01e,c2973dc23d60339b
MM-212,MM-212-b.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,630,630,396900,1.0,119509,True,378c1cc91aef536d0986123a8d0e230f,85c178a5677c9972
MM-213,MM-213-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,319,267,85173,1.1948,15004,True,2308b1638728bc7ff9d7573edc2aa481,a4be9160cfe198e5
MM-214,MM-214-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,195,377,73515,0.5172,63024,True,83b6e29f5f6f239259bb580a8358d00d,dbc0e426b63b9919
MM-215,MM-215-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1317,1975500,1.139,486620,False,06d9983c39b3a8028632bc8a5bda1588,97137ac6c263b968
MM-216,MM-216-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,479,720,344880,0.6653,71568,False,981518ae7fe9a1ae075f57edd8c3009a,91f65e022aca7e0f
MM-217,MM-217-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,16362,True,5fb7c0c976c251c81ae6b13342deffb1,cce0e0e232fab8ba
MM-217,MM-217-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,14391,True,8487ed5fb724f9101cf425f5c2c07f1e,fd046cf49d60c0fa
MM-217,MM-217-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,600,450,270000,1.3333,36010,False,4b6bae8ff0e66069ba19da5382d9d314,c11e806f7a4f05de
